variance_reduction,201,1.0630536079406738
variance_reduction,403,1.9958441257476807
variance_reduction,605,4.363243579864502
variance_reduction,807,4.162746906280518
variance_reduction,1009,5.094404697418213
variance_reduction,1211,5.790079355239868
variance_reduction,1413,5.926905155181885
variance_reduction,1615,6.646840810775757
variance_reduction,1817,7.301309585571289
variance_reduction,2019,9.164249658584595
variance_reduction,201,1.6955451965332031
variance_reduction,403,2.571845531463623
variance_reduction,605,3.064650535583496
variance_reduction,807,4.644477367401123
variance_reduction,1009,5.4489593505859375
variance_reduction,1211,7.673465013504028
variance_reduction,1413,18.779385805130005
variance_reduction,1615,8.770105838775635
variance_reduction,1817,8.482958555221558
variance_reduction,2019,9.015502452850342
